#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1750194820648812288,0.0010410818000217148,-0.006195142399141318,-0.0008584481864746252,0.9999995197051457,-0.0006953187999102643,0.00017496978030262395,-0.0006682116582912674
1750194820767022080,0.0010476925562343808,-0.006255768245062576,-0.0008741335643165371,0.999999510232992,-0.0006925032158659024,0.00018500908611497732,-0.0006824549143096992
1750194820993058816,0.001057522137167588,-0.006318998695491906,-0.0008830991512502884,0.9999994968878703,-0.0006968539887080621,0.0001859265075720098,-0.0006971727606455792
1750194821111370240,0.0010661121193624723,-0.0063792255870493975,-0.0008903744494754839,0.9999994941685395,-0.000700056514024452,0.00018525132336955617,-0.0006980440455587653
1750194821339473920,0.0010723614787799818,-0.006423985740876326,-0.0009009552527494691,0.9999994859397343,-0.0007036900138578896,0.00019091058090114392,-0.0007046231486750329
1750194821458259200,0.001083508313576509,-0.0064753117868363574,-0.0009072403441159338,0.9999994822643928,-0.0007098566700009706,0.00019281942239215817,-0.0007031323662241598
1750194821683622656,0.0010928828414513703,-0.006528900833957074,-0.0009175970847761228,0.9999994796033703,-0.0007170938567508848,0.00019481023214143627,-0.0006990124194515979
1750194821804547840,0.0010978851892033958,-0.006580897175663125,-0.000925986587396288,0.9999994763408482,-0.0007182864673827345,0.00019804600707983637,-0.0007015414165453027
1750194822028173824,0.0011066965751149738,-0.006635348597225921,-0.0009325335671430679,0.9999994705224005,-0.0007247100266107557,0.0001959742954642175,-0.0007038070556985806
1750194822148817408,0.0011134360101898721,-0.006680738457608193,-0.0009397527616550327,0.9999994612551442,-0.0007297495654571487,0.00019909428552239056,-0.0007108561448659471
1750194822373408256,0.0011222143233586834,-0.006724849664736965,-0.00094633638191155,0.9999994531740365,-0.0007350500870356848,0.00019891800322284958,-0.0007167877128934018
1750194822494607104,0.0011307657697390283,-0.006765624177423213,-0.0009512134941753736,0.9999994506583407,-0.0007367670389896835,0.00020052974563867064,-0.000718084373924291
1750194822720101376,0.0011358982088012226,-0.006825427780575488,-0.0009615748197839835,0.99999943731981,-0.0007447116931139818,0.00020368370156582884,-0.0007275146095312962
1750194822841707008,0.0011399700634076027,-0.006884286235459669,-0.0009741916459398148,0.9999994225539203,-0.0007441973186960864,0.00020942133549061386,-0.0007464615735494317
1750194823069944832,0.0011449600213415678,-0.006941285387506824,-0.0009841928671301403,0.9999994109392784,-0.0007463650744752097,0.0002113060533815845,-0.0007592167172477638
1750194823190568192,0.0011541826064105365,-0.006993528873813659,-0.0009916713256572507,0.9999994042500113,-0.0007544977761344745,0.00021314629829914696,-0.0007594744127788604
1750194823421209344,0.0011617254183411418,-0.007052198234994478,-0.0010005989887442723,0.999999394768823,-0.0007549510611562026,0.00021534129376132223,-0.0007708041319645343
1750194823540254464,0.0011677625465384978,-0.007110754917419193,-0.0010089478450727718,0.9999993852509382,-0.00075470708777396,0.00021851029708819066,-0.0007824117887637356
1750194823768843264,0.001175745775959136,-0.00716193245886565,-0.0010170097933861477,0.9999993751613511,-0.0007562074885160173,0.0002217432733797104,-0.0007928789707941341
1750194823888832256,0.001180815680856817,-0.007214742118046402,-0.0010269311745645382,0.9999993643674887,-0.0007604527929386286,0.0002259921940347274,-0.0008011889268974079
1750194824117920768,0.001188128014677936,-0.007256388299886396,-0.0010346655551081163,0.9999993547750649,-0.0007649231076945716,0.00022793627769572845,-0.0008083236642480497
1750194824239067904,0.0011951431934225099,-0.007310783566779833,-0.0010423605592349006,0.9999993497311838,-0.0007695552915184615,0.00022959357796052408,-0.000809696641955106
1750194824465660160,0.0012012155873080133,-0.007362266166462739,-0.0010510127390226387,0.9999993450134659,-0.0007706279435477373,0.00023226244873179546,-0.0008137317535678402
1750194824585126912,0.0012107684001962937,-0.007412100782149267,-0.0010584939334563614,0.9999993403199113,-0.0007738295998420455,0.00023391194548683211,-0.0008159857195720984
1750194824811181312,0.0012209342563034298,-0.00747113216369133,-0.001069562773310384,0.9999993295441113,-0.0007704957949519595,0.00023889789472894058,-0.0008307679301587658
1750194824931761152,0.0012319801200160185,-0.00752414465446094,-0.0010769607145797444,0.9999993229172198,-0.000779001416539362,0.00023980234710291795,-0.0008305520628360652
1750194825156536576,0.0012370063680133825,-0.007578460151997035,-0.0010882738421140736,0.9999993154754063,-0.0007824718426888894,0.00024285837505481428,-0.0008353480375358786
1750194825277077248,0.0012485551833805175,-0.007630974767004695,-0.0010952460130386754,0.9999993041558013,-0.0007902265073922792,0.0002437766792850555,-0.0008413102345234372
1750194825502937344,0.0012584962214496898,-0.0076954503105666205,-0.0011066255106695344,0.9999992914038807,-0.0007939871097408472,0.0002478246456556796,-0.0008516801929152735
1750194825624851200,0.0012686185187620325,-0.00774120993973515,-0.001114204230433291,0.999999286616768,-0.0007932500475910728,0.00024898171678805497,-0.0008576295365234117
1750194825849983744,0.001271342974903611,-0.007798088664604741,-0.0011254082963798595,0.99999927065158,-0.0007938578807308181,0.0002576214953357537,-0.0008729932063469164
1750194825972309248,0.0012808445209637753,-0.007846313688477657,-0.0011347111113746422,0.9999992601996636,-0.0007982195090440027,0.00026165378153788615,-0.0008797630588243304
1750194826199483904,0.0012911090563152428,-0.00789294015473807,-0.0011403761570627502,0.9999992555863652,-0.0008035290794393891,0.00026443479736012847,-0.0008793417833915927
1750194826320603392,0.0012977448872701913,-0.00794213796616905,-0.0011470253451664192,0.9999992516488746,-0.0008047671363312698,0.0002631440956216876,-0.0008830666633518775
1750194826544199936,0.0013067668957420508,-0.007989304793607488,-0.0011551299984322583,0.9999992387221757,-0.0008095309792036524,0.0002648333990575226,-0.0008927922119898329
1750194826665056512,0.0013133154128963653,-0.00804151428175004,-0.0011645626792469166,0.9999992281935014,-0.0008118715154043029,0.000266660275160371,-0.0009018699139720106
1750194826894618880,0.0013205342413646903,-0.008114157492204122,-0.0011746572372892672,0.9999992098885374,-0.0008159446240678563,0.00026756638660515317,-0.0009180767397940933
1750194827016965376,0.0013241115355278055,-0.00817908206723672,-0.0011860047639751237,0.999999192060752,-0.0008175710678071092,0.0002701747370560395,-0.0009351261966360797
1750194827246189568,0.0013320500836719873,-0.008227375018808658,-0.0011944498757587851,0.9999991821518505,-0.0008188772175448652,0.0002729581732460716,-0.0009437317248579004
1750194827369010432,0.0013389617043877422,-0.00827416067384501,-0.0012047795381224802,0.9999991697755355,-0.0008213847939848056,0.0002791750388467846,-0.0009528045745987922
1750194827608713216,0.0013483401847791399,-0.008328596229144836,-0.0012120149653815915,0.999999166112423,-0.0008211178075804336,0.0002787628751548852,-0.0009569907334491144
1750194827735546368,0.0013559077763449778,-0.008377259969642559,-0.0012177191913274044,0.9999991599808442,-0.0008239109086309325,0.00027875528363332207,-0.0009609911092197733
1750194827974116864,0.001365361765004458,-0.008422784295869512,-0.0012234485349882362,0.999999150948011,-0.0008280762147760022,0.0002797692121727099,-0.0009664999885954879
1750194828096477952,0.001370144855894928,-0.008474559373301993,-0.0012297016554101425,0.9999991347417222,-0.0008321112312622364,0.000279599189607636,-0.0009797606845024537
1750194828326468864,0.0013775007485099522,-0.00852947730751552,-0.0012409261560439866,0.9999991194544097,-0.0008319556818101229,0.0002850454138823688,-0.0009938255685618396
1750194828448924416,0.0013842390611049638,-0.008585254330395031,-0.0012520186341173911,0.9999991049789752,-0.0008322497779778164,0.00029107305868190307,-0.0010063190498141507
1750194828674271232,0.0013942539987814584,-0.00864733057935485,-0.001261217774722656,0.9999990946894497,-0.0008338033022895635,0.00029338815381086287,-0.0010145519826973764
1750194828793516032,0.0013960416713301171,-0.008710924001656295,-0.0012722748686986307,0.9999990737150608,-0.0008341444396040501,0.0002973960997732554,-0.0010335993585864065
1750194829020006656,0.0014059790519889148,-0.008773130623228376,-0.0012809629271330891,0.9999990609532464,-0.0008347947737943052,0.0002959342506620072,-0.001045769204995337
1750194829139527424,0.0014081095852640502,-0.008831249978580757,-0.001292684816939893,0.999999042196945,-0.0008374512744159845,0.0003027947787167066,-0.0010595262514037488
1750194829366318080,0.0014136837092824095,-0.008889889804244433,-0.001305462789152223,0.9999990245548428,-0.0008368617089945217,0.0003096144671217455,-0.0010745653654340751
1750194829485861120,0.0014205892826408828,-0.008938465657545969,-0.0013136919345027032,0.9999990147012677,-0.0008415714059829851,0.0003138902320925387,-0.0010788081314679983
1750194829711193600,0.0014323100405579936,-0.008990438453196248,-0.001321500794785102,0.9999990069859716,-0.0008420500920586736,0.0003158486086848613,-0.001084996944488679
1750194829831154432,0.0014436329614948562,-0.009047366829810777,-0.0013358615716927424,0.999998984950049,-0.0008490490629247987,0.00031767017951537347,-0.0010992271000065232
1750194830070255872,0.0014542446981629098,-0.00910801855605925,-0.0013484995232437846,0.999998965392687,-0.0008592051176245792,0.00032068318082057265,-0.0011082158721062065
1750194830200560384,0.001465128862287557,-0.00916256679011429,-0.0013563137572618622,0.9999989629647464,-0.0008557375123571318,0.0003215781393245931,-0.0011128208489836425
1750194830430674432,0.0014725660213477099,-0.009216263245883205,-0.001362654248171058,0.9999989615135381,-0.0008535005027448806,0.00032432822030049413,-0.0011150425743952752
1750194830552101376,0.001476047905604183,-0.009277208839431061,-0.001372667584785603,0.9999989516467341,-0.0008532611824093588,0.0003289642456787973,-0.0011226902121504628
1750194830777172992,0.0014808520206148756,-0.00933148696492303,-0.0013778876953161046,0.9999989459342958,-0.0008528633043291084,0.00033006766753696914,-0.0011277454571389657
1750194830899099904,0.0014871724035145917,-0.009374031716379072,-0.0013823315067598152,0.9999989423445842,-0.0008518110585037615,0.0003300035636439253,-0.0011317355174127756
1750194831126616832,0.0014914002515480362,-0.009420304649527367,-0.0013898234352023309,0.9999989294949816,-0.0008524995407114052,0.000334552567092384,-0.0011411958657047317
1750194831249868544,0.0014956218091350948,-0.009466430166930273,-0.0013929410681372545,0.9999989268877708,-0.0008459332634483982,0.00033459255843681484,-0.0011483327219429776
1750194831479947776,0.0015021524273102216,-0.009525947863886053,-0.0013983459764062012,0.9999989212401992,-0.000842734478617673,0.0003341597559189271,-0.0011557051067507956
